question,context,label
太頻繁穿高跟鞋以及濃妝艷抹會讓模特的什麼受到影響？,婚後的詹姆斯·史都華是花邊新聞的絕緣體，他對妻子始終恩愛忠誠，與緋聞、外遇、離婚事件層出不窮的其他好萊塢眾男星相形之下，顯得十分難能可貴。他的兩個妹妹，都是當時不多見的婚後職業婦女。史都華的繼子羅納德·麥克林海軍陸戰隊中尉於越戰時陣亡，得年24歲。女兒凱莉·史都華博士現任加州大學戴維斯分校人類學系教授。由於愛妻喜歡園藝及飼養小動物，史都華就買下他們鄰戶的房地，把那裡原本的屋子拆除，將自家的庭院擴建出去，就在他們那座英國莊園造型、都鐸式的雅潔住宅前面。然而在另一方面，吉米·史都華開的車、日常衣著等，都相當簡樸，總是自己帶了飯盒到片場去，凡此又再次與其他好萊塢影星大相逕庭；史都華在所有的西部片，都戴同一頂他自己的牛仔帽。導演安東尼·曼開始注意到這一點，十幾年後，導演約翰·福特看到的還是同一頂帽子，福特也抱怨他不肯更換那頂翻了毛的牛仔帽，不過史都華依然故我。詹姆斯·史都華歷年來持續致力於慈善公益活動，對居住地加州及故鄉賓州的貢獻尤多，例如在洛杉磯聖莫尼卡、聖約翰健康中心兒童與家庭發展部門一處的捐款即以數百萬美元計。,0
韓國的主要地區因為什麼東西而變的只需要半天內即可到達？,截至2012年9月底，韓國鐵路系統共有90條鐵路線，總運行長度為3569.5公里，其中複線1904.4公里，電氣化鐵路2385.2公里。連接韓國主要城市的鐵路運輸由韓國鐵道公社運營。2004年，京釜高速線的開通開始了韓國的高速鐵路時代。繼日本、法國、德國和西班牙之後韓國成為世界上第5個擁有高速鐵路的國家。韓國高速鐵道是韓國高速鐵路系統的運營商。韓國高鐵設定時速為每小時350公里，實際運行速度最高可達每小時300公里。從首爾至釜山乘韓國高鐵僅需2小時40分。韓國高鐵將高速公路形成的「一日生活圈」變成了「半日生活圈」，即半日內可到達韓國主要地區。,1
兩個星系的碰撞是什麼地方重力不穩定的其中一個原因？,恆星的形成從分子雲內部的重力不穩定開始，通常是因為超新星的沖激波觸發或兩個星系的碰撞。一但某個區域的密度達到或滿足金斯不穩定性的標準，它就會因為自身的重力開始塌縮。分子雲一旦開始塌縮，個別密集的塵土和氣體就會形成我們所知道的包克球，它們可以擁有50倍太陽質量的物質。當小球繼續塌縮時，密度持續增加，重力位能被轉換成熱，並且使溫度上升。當原恆星雲趨近於流體靜力平衡的狀態時，原恆星就在核心形成了。這些主序前星經常都有原行星盤還繞著，並且主要的能量來源是重力收縮，重力收縮的期間至少要經歷一千萬至一千五百萬年。,1
普選制度、學制改革以及哪一個為二戰之後長崎縣所進行的制度?,長崎縣在二戰之後一度被盟軍佔領，並進行了實施普選制度、土地改革、學制改革等重大改革。長崎縣在1950年代初期進行了市町村的大規模合併，縣內市町村數在1956年減少到8市83町村。長崎縣經濟也在戰後快速復興，三菱長崎造船廠一度是世界最大的造船廠。佐世保市經濟同樣以造船業為主，使得造船業在戰後長崎縣工業中佔有中心地位。多山和多離島的地形特徵使得交通是制約長崎縣發展的原因之一。長崎縣在1960年代開始興建離島機場和離島橋樑，使得離島地區的交通有很大改善。長崎縣在20世紀後半發生過兩次大洪水。1957年的諫早豪雨的降水量達976毫米，導致683人遇難。1982年的長崎大水害的降水量達572毫米，導致294人遇難。平成時代之後，長崎縣先後完成了西九州自動車道、長崎自動車道、生月大橋、大島大橋、長崎出島道路、女神大橋等大型工程，縣內交通有進一步改善。但另一方面，長崎縣亦面臨重工業蕭條、離島地區人口快速減少等嚴峻課題。,1
阿拉曼人、法蘭克人以及哪個民族在5世紀接連佔領過史特拉斯堡?,"杜拜沒有水資源，降雨量非常稀薄，於是進行海水淡化，生產淡水同時排出大量的二氧化碳，加上該地奢華的生活方式，導致杜拜平均碳足跡世界最高，甚至超過美國人的兩倍以上。城市廢水經常不做處理就排入大海。另外，根據杜拜統計中心所進行的人口普查，截至2009年，杜拜酋長國的人口總數為1,771,000人，包括1,370,000名男性和401,000名女性，截至1998年，總人口中土生土長的阿聯人僅占17％，至2013年約佔15%。杜拜的人口結構與其它阿聯的酋長國不同的在於它的外籍人士比例相當大，許多外籍人士長久生活於杜拜，甚至在杜拜出生，主要來自於南亞與東南亞。從報告中，約莫四分之一的人口是從它的近鄰伊朗所遷入的。約85%的外籍人士為亞洲人，主要族群包括印度人、巴基斯坦人、孟加拉人、菲律賓人，另外約有3萬名索馬利亞人及其他較小的族群。杜拜也是大約十萬英國人與其他西方人的移民之地。阿聯政府並不總是允許永久移民、以及放棄國籍。",0
國際動物命名規則總共修訂了多少次？,1958年，在倫敦召開的第十五屆國際動物學會議通過了此前由國際動物命名法委員會主席布拉德利提交的法規草案。至此，世界性的動物命名規則完成了「法國規則－國際動物命名規則－國際動物命名規約」的轉變，以法規的形式穩定下來。此後，國際動物命名規則經歷了四次修訂，最近的一次修訂的版本是在1997年經過國際動物命名法委員會投票通過的。國際動物命名規約最初的執行解釋和修訂機構是國際動物學會議下設的國際動物命名法委員會，1972年在摩納哥召開的第十七屆國際動物學大會決定將原本定期召開的大會改為不定期召開，為了保持國際動物命名規約的延續性會議決定將其對國際動物命名規約的責任和義務轉移給國際生物學聯合會，現在國際生物科學聯合會下設的動物命名法委員會具體負責法規的解釋與修訂。,1
高句麗國王安原王的前一任國王是怎麼死的？,鍾祥市是中華人民共和國湖北省中部的一個縣級市，由荊門市代管轄。是中國的國家歷史文化名城之一。鍾祥是楚文化的發祥地和傳播中心之一。劉勰《文心雕龍·時序》篇曰：「惟齊楚兩國，頗有文學。齊開莊衢之第，楚廣蘭台之宮。」 古蘭台位於鍾祥郢中，是楚王的行宮。楚國著名的辭賦家宋玉、屈原均在此有著眾多佳作傳世，著名的楚辭《風賦》、《答楚王問》是宋玉在鍾祥蘭台宮所作，著名楚國歌舞家莫愁女出自鍾祥。明世宗嘉靖帝曾是這裡的藩王，稱為興王。他因堂兄正德帝駕崩且無子嗣，而得以承繼大統。嘉靖即位後，按皇陵規制為其父親興獻王修建了顯陵。這是明代規模最大的單體帝陵，2000年作為明清皇家陵寢的組成部分，被列入世界遺產名錄。鍾祥城區內還有元佑宮、興王府等多處與嘉靖有關的古蹟，於1994年被授予國家歷史文化名城稱號。鍾祥位於漢水中游，江漢平原北部。跨東經112 07－113 00，北緯30 42－31 36。亞熱帶季風氣候，山地、平原、丘陵兼有，年平均氣溫15℃，降水量961毫米。主要的農產品有稻穀、小麥、棉花、芝麻等。鍾祥礦產資源豐富，已探明的有磷礦石、累托石、硫鐵礦、鋁、矽、重晶石等6類27種，尤其磷礦石儲量居全國第二。,0
南加大文理科學學院、研究所以及幾個專業學校分別各由一位學院院長負責?,南加大是私立大學，由監理會管理，由約50名投票所產生的理事與幾名常務理事、榮譽理事和不投票的退休理事所組成的。監理會投票成員五年一任，每年改選五分之一的席次，只有不參選的理事可以投票。理事多半由是大型組織的高級主管、傑出校友以及大學管理高層或三者結合組成。大學行政系統包含一位校長、監理事、數位負責不同部門的副校長、一位財務主管、資訊總監和體育指導員。現任校長為C.L. Max Nikias。文理科學學院、研究所、18個專業學校分別各由一位學院院長負責。南加大有時會授予榮譽退職頭銜給先前的行政長官，目前有6位榮譽退職的行政長官。雖然只有一百多年的歷史，南加大的課程水準極受肯定，其中商學院、電影、傳播、建築、醫學及理工學院等科系在美國大學中相當知名，在美國新聞與世界報導的排名上也從不缺席。尤其電影學院伴隨著好萊塢的電影工業發展，造就了不少電影界的奇才，最著名的校友是電影《星際大戰》的導演喬治·盧卡斯和音效大師班·布特、《達文西密碼》的導演朗霍華、《阿甘正傳》的導演羅勃·辛密克斯、約翰·米遼士、《巧克力工廠》的導演大衛·L·沃爾普等。這些校友在功成名就後以資金贊助學校的發展，是校方豐沛的財源之一。,1
中山在三國時代時被哪一國家統治？,公元前216年，秦始皇平定嶺南地區的百越之地後，中山屬南海郡番禺縣轄地。秦朝末年，趙佗創立南越國，中山屬南越國領地。前111年，漢武帝滅南越國，中山重回漢朝中央管轄。秦漢時期，中山除了原先生活在此地的南越人外，開始有少量的中原人移居至此。三國時，中山屬於吳國領地。西晉末年，晉朝皇族之間爆發了史稱「八王之亂」的宮廷權力爭鬥，為躲避戰亂，大批中原人口移居嶺南，其中一部分來到香山島上。東晉咸和六年，南海郡分出東官郡，中山改為東官郡轄地。南北朝時期的劉宋永初元年，東官郡改為東莞郡，中山屬東莞郡轄地。隋朝開皇十年，中山屬寶安縣轄地。,1
在產業的分類上，黑龍江省多為哪種類型的產業?,黑龍江工業門類以重工業為主，是中國重要的機械、石油、煤炭、木材和食品工業基地；哈爾濱、齊齊哈爾、大慶是主要的工業中心，大慶油田、哈電集團等大型企業均居全國同行業前列。黑龍江礦產資源豐富多樣，以石油、煤炭、金、石墨最為重要。本省石油蘊藏豐富，是中國最重要的石油產區，大慶油田系國內第一大油田。煤的分布很廣，雞西、鶴崗、雙鴨山、七台河等煤礦全國有名。石墨主要分布在雞西、鶴崗，儲量分別居亞洲前兩位。沙金主要分布在小興安嶺北麓黑龍江及其支流沿岸的很多地方，黑河、呼瑪等地很早就以產金著稱。黑龍江地處東北亞中心地帶，交通運輸發達，現已形成了以哈爾濱為龍頭，輻射黑河、綏芬河等邊境口岸窗口開展貿易的多層次對外開放格局，綏芬河為中國對俄羅斯第二大貿易口岸。黑龍江的大型企業主要有：中國第一重型機械集團、北大倉集團有限公司、中國通用集團齊齊哈爾二工具機集團有限責任公司、齊重數控裝備股份有限公司、中國兵器工業集團公司齊齊哈爾北方機器有限公司、中國兵器工業集團齊齊哈爾建華機械有限責任公司、北滿特殊鋼有限責任公司、北大荒農墾集團、哈爾濱電氣集團、中國北車集團齊齊哈爾鐵路車輛集團有限責任公司、龍煤控股集團、哈藥集團、東方集團、大慶油田有限責任公司。,1
伊爾庫茨克州的哪個顏色代表勇敢、勇氣、無畏?,伊爾庫茨克在1930年代開始工業發展，包含機械工程、紡織、食品工業等等，另一方面1918年所蓋的伊爾庫茨克國立大學則是東西伯利亞的第一所高等教育機構，主要教學科目為醫療、教育與金融。伊爾庫茨克州長期都有著自身的精神象徵，不過到了1997年才正式擁有自己的州徽與州旗。伊爾庫茨克州的州徽是銀色背景下有著紅眼的黑狸，嘴上叼著猩紅色的貂，其中銀色代表著誠實、天真、純潔，黑色代表著謹慎、謙遜、悲傷，而紅色則代表著勇敢、勇氣、無畏。伊爾庫茨克州主要的地形為中西伯利亞高原所延伸出來的丘陵和寬谷所組成。該州最重要的貝加爾湖位在伊爾庫茨克州的東南部，安加拉河則從此發源往北流，其流出受到伊爾庫茨克大壩的控制，另外有兩座大壩則位在布拉茨克和烏斯伊利姆斯克。勒拿河也是發源自伊爾庫茨克，由中西伯利亞高原往東北方流入薩哈共和國後在北極海入海。,1
